NORAD_ID,Int_Designator,Epoch_Day,First_Derivative,Second_Derivative,BSTAR,Inclination,RAAN,Eccentricity,Argument_of_Perigee,Mean_Anomaly,Mean_Motion,Revolution_Number,Name,Group
1480,65020BE,112.89967291,1.69e-06,0.0,36.282,56.0716,77.332,0.0836784,214.3417,140.0599,12.64267879,75696,Unknown,Unknown
1504,65065A,112.79725689,3.38e-06,0.0,59.629,89.9401,243.6481,0.0065004,333.6875,183.7603,13.40222631,91139,Unknown,Unknown
1510,65065C,112.70228637,5.883e-05,0.0,344.54,90.0566,22.1683,0.0041419,81.7851,278.8026,14.07720211,97394,Unknown,Unknown
1511,65065D,112.71099978,7.8e-07,0.0,13.857,89.9785,211.9387,0.0067062,310.0032,206.3545,13.34158851,90461,Unknown,Unknown
1512,65065E,112.76284127,4.2e-07,0.0,6.69,89.9782,213.048,0.00691,350.9016,163.3178,13.33561925,90401,TEMPSAT 1,Active
1514,65065F,112.74508256,1.67e-06,0.0,30.855,89.9707,228.5794,0.0068384,264.6562,271.0277,13.35287012,90515,Unknown,Unknown
1515,65065G,112.76441948,7.8e-06,0.0,118.7,90.0001,213.7676,0.0060303,93.7615,59.5745,13.50550127,92356,Unknown,Unknown
1520,65065H,112.98553937,1.76e-06,0.0,32.04,89.9206,126.1273,0.0068464,207.8351,185.0243,13.36187576,90659,CALSPHERE 4A,Active
1529,65051D,112.91231586,3.55e-06,0.0,17.41,99.0435,336.9176,0.0036058,354.2845,5.7916,14.24028758,9562,Unknown,Unknown
1549,65020CV,112.73312885,1.09e-06,0.0,27.369,56.1703,21.6089,0.084244,242.3061,108.9946,12.64256281,76176,Unknown,Unknown
1571,65070B,112.80439317,-8.2e-07,0.0,8.2646,56.0598,253.4993,0.0086184,242.5565,268.2729,12.48861525,72010,Unknown,Unknown
1573,65070D,112.74409873,-8.7e-07,0.0,4.5433,56.0575,19.5337,0.0065644,237.6027,121.8513,12.41039724,70301,Unknown,Unknown
1574,65070E,112.88139774,-8.1e-07,0.0,8.248,56.0514,93.6865,0.0065028,43.7649,326.8992,12.37031455,69442,Unknown,Unknown
1577,65065J,112.73108088,1.57e-06,0.0,28.483,90.0094,211.263,0.0069479,208.4988,305.3561,13.36163986,90650,Unknown,Unknown
